TotalPurchases,TotalSpent,MembershipLevel,LastPurchaseDate,Churn,FavoriteCategory,Customer ID
2,2970.101081113183,Silver,2023-03-04,1.0,Pet Supplies,16201
92,7250.622466078555,Gold,2023-12-24,0.0,Clothing,17872
41,12383.137146694406,Platinum,2023-11-01,0.0,Grocery,11055
82,8454.440436399656,Gold,2023-12-14,0.0,Beauty,10249
62,6262.047273129121,Gold,2023-12-22,0.0,Home and Kitchen,11601
45,9798.15022364081,Gold,2023-12-09,0.0,Electronics,17974
97,9843.464131655068,Gold,2023-11-16,0.0,Pet Supplies,15819
83,5200.721833546472,Gold,2023-11-30,0.0,Home and Kitchen,19198
71,12259.43139484777,Platinum,2023-11-06,0.0,Electronics,10337
91,6832.471325522059,Gold,2023-06-23,1.0,Home and Kitchen,13320
73,9632.002910161236,Gold,2023-12-31,0.0,Electronics,17924
36,2027.0274113418338,Silver,2023-06-26,1.0,Health & Personal Care,10229
34,2600.776244915207,Silver,2023-10-26,0.0,Furniture,14822
63,6512.2900129232685,Gold,2023-09-17,1.0,Health & Personal Care,10369
101,3246.878284476566,Silver,2023-03-22,1.0,Sports and Outdoors,17722
31,8098.806486003034,Gold,2023-12-05,0.0,Furniture,16272
85,6691.282605467403,Gold,2023-05-13,1.0,Beauty,12007
61,2324.5112714680963,Silver,2023-02-06,1.0,Electronics,12959
49,10578.320160117597,Platinum,2023-11-21,0.0,Furniture,12644
86,9267.419875490406,Gold,2023-12-01,0.0,Pet Supplies,17992
44,4131.233527039761,Silver,2023-01-23,1.0,Furniture,18353
74,5611.01437553395,Gold,2023-09-08,1.0,Health & Personal Care,12411
98,11070.696177463946,Platinum,2023-12-21,0.0,Pet Supplies,17780
3,7741.095804257302,Gold,2023-11-27,0.0,Office Products,11941
97,2540.175028061277,Silver,2023-12-19,0.0,Sports and Outdoors,12830
34,1664.2827611768253,Silver,2023-02-19,1.0,Electronics,18261
18,9932.016898316435,Gold,2023-11-12,0.0,Health & Personal Care,19873
43,4454.911008797972,Silver,,1.0,Furniture,14903
99,8885.065515709412,Gold,2023-12-03,0.0,Health & Personal Care,14660
99,667.3699656514012,Bronze,2023-05-29,1.0,Grocery,18732
76,9627.426444923063,Gold,2023-02-21,1.0,Electronics,19670
81,3709.7353719429148,Silver,2023-05-20,1.0,Electronics,10595
5,11924.843773130568,Platinum,2023-12-29,0.0,Sports and Outdoors,14385
25,9722.022787811164,Gold,2023-03-02,1.0,Sports and Outdoors,14997
49,9030.224588967947,Gold,2023-12-23,0.0,Office Products,14636
31,4472.916069790977,Silver,2023-03-21,1.0,Home and Kitchen,18603
16,1403.042121805333,Silver,2023-02-12,1.0,Pet Supplies,10569
77,10346.507659181203,Platinum,2023-12-11,0.0,Sports and Outdoors,14285
1,12219.441742830631,Platinum,2023-09-03,1.0,Furniture,12143
74,7295.756784393713,Gold,2023-05-19,1.0,Electronics,15864
1,7997.2276905285835,Gold,2023-12-08,0.0,Pet Supplies,12334
45,7127.402145894357,Gold,2023-11-16,0.0,Home and Kitchen,12270
4,2938.1502405252468,Silver,2023-03-29,1.0,Sports and Outdoors,18467
59,10534.798030329366,Platinum,2023-11-02,0.0,Home and Kitchen,17008
1,3958.034438604948,Silver,2023-02-11,1.0,Pet Supplies,11227
23,10445.6699582623,Platinum,2023-12-20,0.0,Furniture,11921
91,7672.762956514587,Gold,2023-11-12,0.0,Grocery,11343
38,5360.806105428049,Gold,2023-11-17,0.0,Clothing,12972
57,10003.136690403275,Platinum,2023-12-04,0.0,Pet Supplies,11972
27,8461.083813697986,Gold,2023-11-04,0.0,Health & Personal Care,16922
39,11976.20181310589,Platinum,2023-11-18,0.0,Beauty,19538
84,6460.282466029205,Gold,2023-11-03,0.0,Beauty,12629
2,1745.0222898188717,Silver,2023-04-03,1.0,Office Products,18880
59,7653.9363698617035,Gold,2023-12-12,0.0,Grocery,14678
54,9775.258893610147,Gold,2023-11-05,0.0,Health & Personal Care,13717
9,796.1192558512664,Bronze,2023-09-28,1.0,Clothing,10021
48,12460.58235358542,Platinum,2023-12-12,0.0,Clothing,19662
41,6826.846318937219,Gold,2023-12-04,0.0,Pet Supplies,15020
32,9207.204743694385,Gold,2023-11-16,0.0,Health & Personal Care,12097
2,13220.418815617662,Platinum,2023-12-17,0.0,Sports and Outdoors,16567
45,5208.14829785894,Gold,2023-12-29,0.0,Office Products,19033
94,9105.276956358719,Gold,2023-11-01,0.0,Health & Personal Care,16949
73,11931.43958958444,Platinum,2023-11-24,0.0,Grocery,13133
33,10326.929565452692,Platinum,2023-04-16,1.0,Beauty,12642
5,9824.958989636283,Gold,2023-04-12,1.0,Grocery,19012
8,5288.5584317157545,Gold,2023-11-08,0.0,Sports and Outdoors,19516
18,2440.2901907938885,Silver,2023-02-07,1.0,Furniture,11542
40,4064.9534348713214,Silver,2023-07-31,1.0,Furniture,15885
1,3809.0394265622535,Silver,2023-07-03,1.0,Health & Personal Care,16538
16,8652.409950781695,Gold,2023-03-31,1.0,Pet Supplies,18761
8,4793.67920199032,Silver,2023-12-01,0.0,Pet Supplies,18174
24,5926.172729921955,Gold,2023-11-27,0.0,Grocery,10727
53,7103.711193381988,Gold,2023-12-16,0.0,Clothing,18143
13,8872.630511451987,Gold,2023-12-25,0.0,Sports and Outdoors,16807
73,5136.151220582902,Gold,2023-11-15,0.0,Pet Supplies,17264
96,7869.462621575037,Gold,2023-12-02,0.0,Health & Personal Care,13035
59,5640.412893932462,Gold,2023-12-28,0.0,Health & Personal Care,19170
66,197.4280260734522,Bronze,2023-12-18,0.0,Home and Kitchen,12084
84,10333.925129561241,Platinum,2023-11-18,0.0,Sports and Outdoors,12015
80,11058.63411561771,Platinum,2023-12-12,0.0,Home and Kitchen,15449
9,1741.3022278721144,Silver,2023-12-22,0.0,Clothing,13674
19,4329.191952238094,Silver,2023-02-22,1.0,Health & Personal Care,15581
68,9771.957976485177,Gold,2023-11-03,0.0,Electronics,13636
31,8718.812531718835,Gold,2023-01-05,1.0,Office Products,12380
37,1079.7856958727232,Silver,2023-07-05,1.0,Clothing,12520
68,3860.2843576838577,Silver,2023-07-03,1.0,Home and Kitchen,16027
43,7601.866390027748,Gold,2023-11-10,0.0,Home and Kitchen,18354
50,9014.57452275879,Gold,2023-11-02,0.0,Electronics,10937
69,2859.670502671023,Silver,2023-10-08,0.0,Health & Personal Care,19134
21,9451.694443357617,Gold,2023-12-07,0.0,Clothing,17854
9,8291.33718667298,Gold,2023-11-20,0.0,Clothing,13895
11,8074.76149444756,Gold,2023-01-09,1.0,Furniture,11339
62,3768.4158377375065,Silver,2023-12-28,0.0,Clothing,17020
97,1944.0555886801028,Silver,2023-10-09,0.0,Office Products,17171
85,2178.928453178524,Silver,2023-03-20,1.0,Pet Supplies,17711
21,2439.4002486251597,Silver,2023-02-26,1.0,Furniture,14541
23,1057.2609205592055,Silver,2023-11-26,0.0,Office Products,14870
56,10493.829343512944,Platinum,2023-11-06,,Health & Personal Care,10514
89,9792.597139096457,Gold,2023-12-20,0.0,Sports and Outdoors,18842
66,7971.777316363618,Gold,2023-11-01,0.0,Sports and Outdoors,16203
23,2001.0943824014373,Silver,2023-11-14,0.0,Grocery,11332
14,277.55406608059866,Bronze,,1.0,Furniture,15829
59,13178.067956285122,Platinum,2023-02-18,1.0,Office Products,16471
81,3979.55839302281,Silver,2023-04-16,1.0,Grocery,17679
89,12293.883648240519,Platinum,2023-12-20,0.0,Clothing,14605
11,6359.057255839128,Gold,2023-12-06,0.0,Grocery,16526
44,10112.751189968378,Platinum,2023-12-26,0.0,Furniture,13875
49,9227.938365831676,Gold,2023-12-24,0.0,Pet Supplies,15057
58,10411.429855703173,Platinum,2023-11-24,0.0,Beauty,13592
48,12608.633580077936,Platinum,2023-12-17,0.0,Beauty,14972
101,10209.364404069409,Platinum,2023-12-24,0.0,Sports and Outdoors,18377
50,4797.645540254206,Silver,2023-07-07,1.0,Home and Kitchen,17617
67,662.83563125223,Bronze,2023-12-09,0.0,Health & Personal Care,10816
65,3774.989707772365,Silver,2023-03-29,,Health & Personal Care,13110
49,12206.646401144702,Platinum,2023-11-23,0.0,Sports and Outdoors,18558
58,2547.352376789091,Silver,2023-11-10,0.0,Pet Supplies,12888
35,12487.17304784184,Platinum,2023-12-13,0.0,Furniture,13930
93,1505.331439834749,Silver,2023-02-20,1.0,Beauty,19559
73,1863.231326471372,Silver,2023-09-04,1.0,Sports and Outdoors,18079
24,7078.240113123425,Gold,2023-11-11,0.0,Electronics,10282
104,1292.1777536986974,Silver,2023-10-02,0.0,Clothing,10802
62,366.0956491775898,Bronze,2023-01-22,1.0,Beauty,14250
25,11279.810419490552,Platinum,2023-12-11,0.0,Home and Kitchen,17058
90,12927.876915008052,Platinum,2023-11-17,,Electronics,11755
57,12932.456591803864,Platinum,2023-12-02,0.0,Home and Kitchen,18203
95,3538.531886463979,Silver,2023-09-19,1.0,Furniture,12392
10,830.5889578737514,Bronze,2023-09-11,1.0,Clothing,14082
73,6394.08240572197,Gold,2023-12-15,0.0,Pet Supplies,14700
39,6021.764628207276,Gold,2023-11-04,0.0,Beauty,11749
22,12187.05550105223,Platinum,2023-11-05,0.0,Clothing,12731
44,9281.726967029996,Gold,2023-11-06,0.0,Home and Kitchen,17647
47,3203.06606118765,Silver,2023-02-06,1.0,Health & Personal Care,17969
7,7727.887791098412,Gold,2023-12-12,0.0,Office Products,14653
94,8720.868433208983,Gold,2023-12-18,0.0,Beauty,16589
55,12385.40534843697,Platinum,2023-12-22,0.0,Office Products,15216
7,12192.9856311968,Platinum,2023-07-26,1.0,Sports and Outdoors,13583
14,307.81290883096875,Bronze,2023-06-20,1.0,Electronics,16547
25,5538.738458629544,Gold,2023-11-22,0.0,Grocery,16043
75,4201.8459740520075,Silver,2023-11-17,0.0,Grocery,10889
13,3065.006247971448,Silver,2023-12-05,0.0,Electronics,15167
51,12239.5833663594,Platinum,2023-12-17,0.0,Grocery,18869
63,4943.290821767557,Silver,2023-09-15,1.0,Sports and Outdoors,11347
53,4792.321115460225,Silver,2023-12-06,0.0,Grocery,17583
33,12738.531532224253,Platinum,2023-04-08,1.0,Pet Supplies,17786
101,2829.7986984835175,Silver,2023-10-01,0.0,Office Products,15252
41,3806.6924121413945,Silver,2023-04-07,,Furniture,19189
79,5838.707280495319,Gold,,1.0,Clothing,18973
38,3342.978347592382,Silver,2023-01-26,1.0,Health & Personal Care,17231
14,4032.989033393325,Silver,2023-10-30,0.0,Electronics,14329
5,1978.9924703124732,Silver,2023-07-17,1.0,Pet Supplies,17198
83,11553.961782834926,Platinum,2023-11-26,0.0,Office Products,10990
51,8158.4285640675835,Gold,2023-12-16,0.0,Sports and Outdoors,12468
96,7245.629460294095,Gold,2023-11-23,0.0,Clothing,10570
63,9063.875906033993,Gold,2023-04-07,1.0,Home and Kitchen,13645
33,10676.018899004694,Platinum,2023-12-17,0.0,Office Products,16467
46,6353.933849167265,Gold,2023-12-03,0.0,Electronics,14315
91,10417.657813767595,Platinum,2023-11-20,0.0,Health & Personal Care,17134
79,4063.5501911553806,Silver,2023-04-07,1.0,Clothing,17486
38,12244.73510186896,Platinum,2023-12-15,0.0,Clothing,15225
66,712.9601524202865,Bronze,2023-10-09,0.0,Pet Supplies,13505
38,10756.63610096003,Platinum,2023-11-16,0.0,Home and Kitchen,18048
34,5266.4425816623225,Gold,2023-11-28,0.0,Home and Kitchen,17589
29,8623.56805032926,Gold,2023-05-20,1.0,Clothing,17321
24,6300.44012925985,Gold,,0.0,Grocery,18490
96,1082.8122572458517,Silver,2023-07-24,1.0,Beauty,15745
34,9685.708763380488,Gold,2023-11-27,0.0,Grocery,12555
9,3253.428173088197,Silver,2023-11-07,0.0,Electronics,13984
82,9351.74043206105,Gold,2023-12-04,0.0,Pet Supplies,10610
58,5673.061150211723,Gold,2023-11-02,0.0,Clothing,14532
81,2614.487423143578,Silver,2023-06-03,1.0,Beauty,10626
10,5745.789524695912,Gold,2023-12-04,0.0,Beauty,16810
60,5326.807438019365,Gold,2023-11-02,0.0,Clothing,13450
68,11262.00047930163,Platinum,2023-12-22,0.0,Office Products,12530
72,7896.375589359993,Gold,2023-11-23,,Pet Supplies,13308
94,788.5088342772051,Bronze,2023-11-11,0.0,Beauty,16908
85,3390.401213161789,Silver,,1.0,Pet Supplies,10973
64,10429.882161485964,Platinum,2023-11-13,0.0,Furniture,16005
65,2267.16013083196,Silver,2023-02-28,1.0,Clothing,12102
31,118.67739740725582,Bronze,2023-06-14,1.0,Electronics,13544
104,8500.523005253626,Gold,2023-11-13,0.0,Furniture,15721
18,12874.089080906388,Platinum,2023-06-13,1.0,Furniture,19075
9,9129.348838182454,Gold,2023-11-15,0.0,Pet Supplies,13843
48,8278.175697833352,Gold,2023-12-05,0.0,Beauty,14916
94,7496.019454085667,Gold,2023-01-03,1.0,Clothing,11182
70,11019.12020931456,Platinum,2023-12-07,,Clothing,15783
92,1081.093028119721,Silver,2023-05-20,1.0,Beauty,19372
4,7098.987885617535,Gold,2023-05-24,1.0,Sports and Outdoors,13395
3,6887.82135206225,Gold,2023-11-04,0.0,Home and Kitchen,10789
97,9540.64236907659,Gold,2023-12-17,0.0,Sports and Outdoors,12094
20,10375.283028411583,Platinum,2023-11-25,0.0,Home and Kitchen,13764
41,4662.320562725629,Silver,2023-05-28,1.0,Pet Supplies,10236
98,5699.931095890894,Gold,,0.0,Home and Kitchen,14662
6,1451.80811179271,Silver,2023-02-23,1.0,Office Products,19638
11,7524.026274768725,Gold,2023-12-25,0.0,Sports and Outdoors,18780
1,9548.212485577353,Gold,2023-10-26,0.0,Clothing,12901
40,10452.172961447175,Platinum,2023-12-21,0.0,Sports and Outdoors,14175
17,1063.0125203710106,Silver,2023-02-18,,Health & Personal Care,16143
9,1354.704533431521,Silver,2023-12-09,0.0,Health & Personal Care,19879
4,6055.315543478998,Gold,2023-10-13,0.0,Electronics,18135
48,1738.4219621636585,Silver,2023-11-26,0.0,Office Products,15853
46,11534.486075087685,Platinum,2023-11-21,0.0,Electronics,11521
57,2338.8053128488104,Silver,2023-10-15,0.0,Sports and Outdoors,18835
9,1147.0506220932648,Silver,2023-07-03,1.0,Health & Personal Care,10841
75,4197.287847915966,Silver,2023-05-05,1.0,Clothing,16168
51,3536.3558645707135,Silver,2023-05-10,1.0,Clothing,17921
54,9649.716851773523,Gold,2023-03-16,1.0,Sports and Outdoors,14207
103,768.6175335103395,Bronze,2023-03-05,1.0,Health & Personal Care,17908
72,11939.962799683402,Platinum,2023-11-08,0.0,Health & Personal Care,17630
7,2113.5458268284738,Silver,2023-10-04,0.0,Beauty,11407
56,10728.849875741967,Platinum,2023-11-28,0.0,Beauty,16584
67,8040.2386987294685,Gold,2023-11-26,0.0,Home and Kitchen,11788
47,8799.806841823307,Gold,2023-04-20,1.0,Grocery,11712
83,3644.1348214724535,Silver,2023-10-12,0.0,Office Products,18641
92,12960.455197763655,Platinum,2023-11-03,0.0,Grocery,14568
60,1918.2750152018375,Silver,2023-03-22,1.0,Beauty,18402
39,8088.204019641438,Gold,2023-11-29,0.0,Electronics,12884
73,2441.992146977888,Silver,,1.0,Clothing,14397
39,4285.864350186855,Silver,2023-01-16,1.0,Office Products,17204
82,4174.048825707069,Silver,2023-01-10,1.0,Furniture,13788
85,358.73633287650887,Bronze,2023-10-06,0.0,Office Products,19819
92,6849.509492001048,Gold,2023-11-01,0.0,Sports and Outdoors,14291
62,11890.272722735963,Platinum,2023-12-21,0.0,Home and Kitchen,17016
17,7446.761919476404,Gold,2023-11-22,0.0,Office Products,11017
17,10192.781529283271,Platinum,2023-11-01,0.0,Home and Kitchen,15362
60,4893.176639941327,Silver,2023-10-14,0.0,Sports and Outdoors,12325
92,5309.697565583238,Gold,2023-11-14,0.0,Clothing,17518
17,6650.077852074553,Gold,2023-12-09,0.0,Beauty,13119
101,5369.997598243552,Gold,2023-12-27,0.0,Beauty,17480
86,4047.863332230345,Silver,2023-10-15,0.0,Health & Personal Care,12863
29,12138.761593218276,Platinum,2023-12-28,0.0,Office Products,18529
17,11909.840401534879,Platinum,2023-11-23,0.0,Sports and Outdoors,15795
89,10093.17355646128,Platinum,2023-08-29,1.0,Furniture,16271
57,7062.942601282789,Gold,2023-12-31,0.0,Clothing,16931
65,12679.252351724108,Platinum,2023-10-22,0.0,Clothing,17864
3,8622.648552783514,Gold,2023-12-20,0.0,Grocery,14955
22,4666.2904392057335,Silver,2023-09-26,1.0,Grocery,19780
53,9317.670148294752,Gold,2023-11-09,0.0,Beauty,19797
47,1370.2795442259453,Silver,2023-02-16,1.0,Home and Kitchen,12449
51,1687.9501628630237,Silver,2023-07-18,1.0,Sports and Outdoors,19945
51,8076.585300922315,Gold,2023-11-23,0.0,Sports and Outdoors,18369
69,12779.227453336483,Platinum,2023-12-28,0.0,Electronics,12757
39,11822.894375320524,Platinum,2023-12-09,0.0,Sports and Outdoors,19712
82,7949.514864850563,Gold,2023-11-05,0.0,Clothing,15420
56,2108.9776746080424,Silver,2023-01-14,1.0,Sports and Outdoors,17758
49,11549.764755177852,Platinum,2023-12-27,0.0,Health & Personal Care,18087
101,11451.075343387816,Platinum,2023-12-04,0.0,Grocery,14906
18,10119.638913243645,Platinum,2023-11-14,0.0,Health & Personal Care,15157
8,8787.4199788799,Gold,2023-02-14,,Furniture,10718
41,6808.136300393722,Gold,2023-06-19,1.0,Electronics,14073
88,5554.115673752074,Gold,2023-12-26,0.0,Pet Supplies,18318
51,12610.048239159574,Platinum,2023-12-21,0.0,Furniture,15324
33,10095.190411798807,Platinum,2023-11-16,0.0,Grocery,17042
81,10214.270247298104,Platinum,2023-11-30,0.0,Grocery,17025
36,3313.875429794792,Silver,2023-06-25,1.0,Grocery,17075
1,12722.38703998126,Platinum,2023-12-31,0.0,Electronics,16290
65,11988.579276862192,Platinum,2023-12-04,0.0,Office Products,10675
104,8661.251420480863,Gold,2023-12-23,0.0,Sports and Outdoors,12003
62,2792.9863681701,Silver,2023-03-01,1.0,Sports and Outdoors,18877
41,7234.820359944088,Gold,2023-11-04,0.0,Electronics,16478
59,6342.251495144139,Gold,2023-06-09,1.0,Grocery,16790
62,12314.200801728495,Platinum,2023-11-22,0.0,Pet Supplies,19303
63,12889.225924468048,Platinum,2023-01-08,1.0,Office Products,17806
103,5040.521549921363,Gold,2023-12-20,0.0,Office Products,16131
38,11395.23820386005,Platinum,2023-10-19,0.0,Office Products,18284
84,7988.400235175046,Gold,2023-12-20,0.0,Health & Personal Care,17304
37,6732.338551631744,Gold,2023-11-11,0.0,Beauty,19154
39,1623.487282439372,Silver,2023-02-28,1.0,Clothing,11052
84,1236.8787270090897,Silver,2023-01-16,1.0,Pet Supplies,13999
57,3776.285386777395,Silver,2023-05-03,1.0,Beauty,11875
87,901.1984139994029,Bronze,2023-11-11,0.0,Clothing,19055
49,3749.041561900805,Silver,2023-02-16,1.0,Office Products,14971
96,6061.404510827984,Gold,2023-12-12,0.0,Pet Supplies,11552
91,2322.2490683486876,Silver,2023-02-25,1.0,Grocery,13586
4,2897.751140523716,Silver,2023-12-24,0.0,Grocery,19258
62,12352.73639045019,Platinum,2023-11-13,0.0,Electronics,15351
14,11571.938824060118,Platinum,2023-11-24,0.0,Sports and Outdoors,16498
75,6187.989591002715,Gold,2023-12-25,0.0,Health & Personal Care,10408
76,11356.508369095347,Platinum,2023-11-18,0.0,Home and Kitchen,10198
37,7102.9594607735835,Gold,,0.0,Sports and Outdoors,11411
43,3879.327477543128,Silver,2023-10-16,0.0,Health & Personal Care,10915
45,8198.43714239589,Gold,2023-12-21,0.0,Office Products,15159
69,10700.229153873488,Platinum,2023-12-23,0.0,Health & Personal Care,13809
49,2918.312351933885,Silver,,1.0,Furniture,15331
39,11196.645782139893,Platinum,2023-11-06,0.0,Clothing,17790
49,6678.137553724116,Gold,2023-11-19,0.0,Beauty,16786
29,9518.410776139826,Gold,2023-08-14,1.0,Beauty,13285
77,3011.520860340598,Silver,2023-06-28,1.0,Clothing,10983
49,6669.200584756181,Gold,2023-07-16,1.0,Pet Supplies,11698
38,11501.549421720742,Platinum,2023-12-21,0.0,Pet Supplies,11751
54,3872.293457382878,Silver,2023-06-14,1.0,Grocery,16266
58,10004.681295599647,Platinum,2023-12-11,0.0,Furniture,10047
72,11121.760574148278,Platinum,2023-08-21,1.0,Grocery,18882
42,3229.0107682101643,Silver,2023-05-24,1.0,Home and Kitchen,14783
28,5691.312123894674,Gold,2023-12-28,0.0,Beauty,16411
82,2955.4688510787764,Silver,,1.0,Office Products,12847
49,11319.565704637354,Platinum,2023-12-15,0.0,Health & Personal Care,13117
25,1373.932907450726,Silver,2023-03-20,,Health & Personal Care,10244
29,8531.699477957462,Gold,2023-04-25,1.0,Beauty,15100
50,3451.1249632635345,Silver,2023-05-22,1.0,Health & Personal Care,13150
58,2686.3580597734567,Silver,2023-04-16,1.0,Sports and Outdoors,12300
56,12619.503621974289,Platinum,2023-12-04,0.0,Beauty,16821
82,11584.406195084606,Platinum,2023-12-16,,Grocery,11794
50,10107.12918584017,Platinum,2023-09-22,1.0,Health & Personal Care,11567
7,11727.276951103857,Platinum,2023-12-27,0.0,Office Products,18298
32,7160.089932800717,Gold,2023-05-18,1.0,Grocery,15036
19,12464.465714078697,Platinum,2023-11-23,0.0,Beauty,17398
91,3093.6923569298538,Silver,2023-08-31,1.0,Home and Kitchen,14276
54,9881.959722254558,Gold,2023-12-24,0.0,Office Products,19451
90,4922.120606786807,Silver,2023-10-24,0.0,Beauty,15005
19,7672.7705932954605,Gold,2023-12-16,0.0,Health & Personal Care,11081
20,1586.4133240020003,Silver,2023-06-24,1.0,Health & Personal Care,19237
50,8571.92140159333,Gold,2023-11-23,0.0,Grocery,12994
85,9664.084900907821,Gold,2023-07-10,1.0,Home and Kitchen,17994
93,565.5724902363726,Bronze,2023-11-01,0.0,Office Products,11581
33,3449.782928809505,Silver,2023-11-22,0.0,Home and Kitchen,19956
5,7368.558300686443,Gold,2023-11-16,0.0,Pet Supplies,18737
15,2429.2422430236984,Silver,2023-07-23,1.0,Home and Kitchen,19188
16,11316.4228548416,Platinum,2023-12-28,0.0,Beauty,15494
25,3671.686896866547,Silver,2023-09-22,1.0,Sports and Outdoors,18944
89,13215.322203493797,Platinum,2023-11-26,0.0,Pet Supplies,12153
90,5468.679693065573,Gold,2023-11-09,0.0,Home and Kitchen,19687
65,12690.307074275339,Platinum,2023-11-06,0.0,Home and Kitchen,17719
59,8767.508775416554,Gold,2023-12-30,0.0,Beauty,17776
3,12793.39809834471,Platinum,2023-11-17,0.0,Grocery,18376
86,8497.899466200131,Gold,2023-11-25,0.0,Office Products,14649
30,11642.417376046555,Platinum,2023-12-28,0.0,Office Products,14947
17,2206.0174302614705,Silver,2023-09-16,1.0,Beauty,19965
66,2148.2894798491902,Silver,2023-07-25,1.0,Pet Supplies,19418
34,8856.796893231747,Gold,2023-11-20,0.0,Sports and Outdoors,14498
64,7566.371177939696,Gold,2023-11-16,0.0,Health & Personal Care,17530
25,4712.620091178207,Silver,2023-08-25,1.0,Furniture,18589
86,10040.409582369846,Platinum,2023-12-22,0.0,Office Products,19633
5,6772.64960973224,Gold,2023-08-23,1.0,Electronics,18655
57,13091.95089652253,Platinum,2023-10-04,0.0,Grocery,19946
74,996.496024459251,Bronze,2023-01-02,1.0,Electronics,12621
38,7497.104290713857,Gold,2023-12-19,0.0,Office Products,14856
3,1459.0911206733178,Silver,2023-07-29,1.0,Electronics,17754
35,1222.5921366692426,Silver,,1.0,Home and Kitchen,12540
23,1442.7153134732166,Silver,2023-06-09,1.0,Health & Personal Care,10536
51,4076.2275077076724,Silver,2023-11-24,0.0,Clothing,10433
42,3916.079884857935,Silver,2023-02-16,1.0,Sports and Outdoors,11565
97,7735.318990683223,Gold,2023-11-07,0.0,Grocery,10254
68,9681.17388816725,Gold,2023-12-19,0.0,Furniture,13575
62,9797.52588788589,Gold,2023-11-12,0.0,Sports and Outdoors,19724
85,4736.724804598114,Silver,2023-11-11,0.0,Home and Kitchen,18115
50,3103.821941976672,Silver,2023-09-16,1.0,Health & Personal Care,19518
15,7795.8038155516315,Gold,2023-03-08,1.0,Electronics,10533
70,6062.147164713771,Gold,2023-11-07,0.0,Furniture,16818
57,5466.27274384781,Gold,2023-11-24,0.0,Health & Personal Care,16981
40,10015.7805913644,Platinum,2023-11-29,0.0,Health & Personal Care,12656
87,10888.586329248401,Platinum,2023-12-05,0.0,Pet Supplies,11529
102,10133.355094249053,Platinum,2023-12-10,0.0,Health & Personal Care,16371
5,8405.722573774232,Gold,2023-12-02,0.0,Clothing,19740
42,2500.372953571352,Silver,2023-09-12,1.0,Office Products,17031
43,10260.430780597273,Platinum,2023-05-20,1.0,Pet Supplies,16797
93,2256.2845065280944,Silver,2023-08-21,1.0,Pet Supplies,14691
59,6619.3322436092885,Gold,2023-11-27,0.0,Pet Supplies,14650
79,12936.577424412351,Platinum,2023-03-23,1.0,Grocery,19066
33,4188.963719424511,Silver,2023-06-30,1.0,Clothing,13262
5,6449.356881105625,Gold,,0.0,Office Products,17097
11,1788.3525503765254,Silver,2023-03-04,1.0,Home and Kitchen,18056
85,7798.627906552842,Gold,2023-11-23,0.0,Furniture,10766
40,12475.075487056647,Platinum,2023-11-09,0.0,Health & Personal Care,19350
89,7941.986229185371,Gold,2023-03-26,1.0,Health & Personal Care,11106
71,1564.5501186997876,Silver,2023-08-30,1.0,Beauty,13339
76,12987.120682966412,Platinum,2023-12-04,0.0,Home and Kitchen,13919
98,10058.023356675978,Platinum,2023-12-12,0.0,Clothing,11369
57,11916.763245090126,Platinum,2023-11-26,0.0,Pet Supplies,14129
69,9333.3595952304,Gold,2023-12-29,0.0,Clothing,14610
38,7434.390923845034,Gold,2023-07-10,1.0,Home and Kitchen,12454
80,578.1986663272438,Bronze,2023-08-27,1.0,Office Products,13284
29,2630.483287163417,Silver,2023-04-02,1.0,Health & Personal Care,18423
52,9816.976114259058,Gold,2023-11-13,0.0,Beauty,10413
21,4598.073818778447,Silver,2023-05-19,1.0,Pet Supplies,19359
75,12759.909531743913,Platinum,2023-12-19,0.0,Grocery,10678
3,13005.666095898312,Platinum,2023-12-30,0.0,Clothing,17753
99,4385.802503369144,Silver,2023-12-16,0.0,Furniture,11658
83,5495.362174818726,Gold,2023-11-20,0.0,Pet Supplies,11604
18,10416.333113622482,Platinum,2023-01-21,1.0,Clothing,10563
28,11636.060143847462,Platinum,2023-11-19,0.0,Clothing,13492
6,5420.539394259516,Gold,2023-12-03,0.0,Grocery,12114
65,6208.083216090846,Gold,2023-12-30,0.0,Sports and Outdoors,19874
102,1797.4892301550738,Silver,,1.0,Beauty,17457
51,12138.103367814581,Platinum,2023-12-14,0.0,Pet Supplies,12808
40,6045.792935059827,Gold,2023-11-26,0.0,Office Products,16760
24,4984.520769017899,Silver,2023-12-30,0.0,Grocery,16701
47,5805.45295305926,Gold,2023-11-18,0.0,Clothing,15374
81,5714.998461980204,Gold,2023-11-18,0.0,Furniture,18675
45,7702.802795398665,Gold,2023-04-20,1.0,Clothing,14785
65,2428.5605786872966,Silver,2023-09-01,1.0,Office Products,16124
52,10337.27596527428,Platinum,2023-06-21,1.0,Sports and Outdoors,13973
57,2592.9876313286154,Silver,2023-11-29,0.0,Office Products,17077
72,12666.255728106295,Platinum,2023-12-14,0.0,Office Products,10502
34,2353.566179868474,Silver,2023-11-10,0.0,Beauty,13888
63,6033.74887145982,Gold,2023-01-28,1.0,Home and Kitchen,18569
80,10463.146087503666,Platinum,2023-07-26,1.0,Sports and Outdoors,15911
11,533.0247444762595,Bronze,2023-05-16,1.0,Beauty,11439
89,7786.241702571375,Gold,2023-12-01,0.0,Furniture,14778
56,8226.85424135314,Gold,2023-11-09,0.0,Pet Supplies,16506
